List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,57.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,31.4%,37.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,73.3%
r24,7.5%,5.0%
r32,0.0%,100.0%
r16,0.0%,6.7%
r28,24.4%,35.6%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,23.3%,20.0%
r11,8.9%,15.6%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,16.7%,3.3%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,70.0%
r30,33.3%,40.0%
r22,9.5%,16.7%
r26,13.3%,46.7%
r9,0.0%,0.0%
r14,46.7%,22.2%
r2,0.0%,45.0%
r20,42.5%,0.0%
r15,0.0%,26.7%
Total,28.4%,37.7%
