List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,25.0%
r34,14.3%,0.0%
r4,10.0%,20.0%
r33,0.0%,100.0%
r12,40.0%,20.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,9.6%
r3,6.7%,20.0%
r24,5.0%,15.0%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,27.8%,22.2%
r18,16.7%,13.3%
r11,2.2%,2.2%
r27,100.0%,96.0%
r5,55.0%,55.0%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,13.3%,16.7%
r22,7.1%,11.9%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,24.4%,55.6%
r2,62.5%,65.0%
r20,0.0%,0.0%
r15,0.0%,0.0%
Total,39.9%,39.1%
