List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,30.0%,70.0%
r33,100.0%,0.0%
r12,40.0%,36.7%
r13,37.1%,17.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,10.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,75.6%
r25,20.0%,56.7%
r23,0.0%,0.0%
r18,3.3%,3.3%
r11,13.3%,8.9%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,46.7%,13.3%
r22,9.5%,9.5%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,44.4%,20.0%
r2,50.0%,17.5%
r20,27.5%,10.0%
r15,0.0%,26.7%
Total,30.7%,28.3%
