List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,51.4%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,43.3%,3.3%
r13,60.0%,54.3%
r6,51.4%,51.4%
r29,86.5%,100.0%
r3,20.0%,6.7%
r24,5.0%,7.5%
r32,96.7%,0.0%
r16,3.3%,0.0%
r28,42.2%,42.2%
r25,70.0%,76.7%
r23,5.6%,5.6%
r18,20.0%,36.7%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,33.3%
r19,0.0%,82.4%
r8,80.0%,43.3%
r1,0.0%,20.0%
r30,36.7%,3.3%
r22,14.3%,31.0%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,2.2%,8.9%
r2,95.0%,60.0%
r20,72.5%,70.0%
r15,3.3%,63.3%
Total,43.3%,41.4%
