List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,20.0%,10.0%
r33,0.0%,0.0%
r12,36.7%,0.0%
r13,14.3%,42.9%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,35.0%
r32,100.0%,0.0%
r16,43.3%,30.0%
r28,37.8%,42.2%
r25,13.3%,10.0%
r23,11.1%,0.0%
r18,6.7%,23.3%
r11,13.3%,8.9%
r27,96.0%,96.0%
r5,25.0%,27.5%
r17,3.3%,10.0%
r19,0.0%,94.1%
r8,93.3%,0.0%
r1,73.3%,0.0%
r30,6.7%,10.0%
r22,4.8%,4.8%
r26,20.0%,0.0%
r9,0.0%,9.1%
r14,62.2%,60.0%
r2,47.5%,45.0%
r20,42.5%,47.5%
r15,26.7%,26.7%
Total,32.7%,27.9%
