List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,0.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,36.7%
r13,45.7%,20.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,6.7%,3.3%
r28,24.4%,24.4%
r25,13.3%,46.7%
r23,0.0%,0.0%
r18,20.0%,10.0%
r11,11.1%,20.0%
r27,96.0%,96.0%
r5,5.0%,0.0%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,43.3%
r30,40.0%,13.3%
r22,2.4%,0.0%
r26,13.3%,13.3%
r9,0.0%,4.5%
r14,64.4%,0.0%
r2,47.5%,0.0%
r20,22.5%,47.5%
r15,26.7%,16.7%
Total,28.6%,24.9%
