List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,26.7%,26.7%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,42.9%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,46.7%
r13,40.0%,40.0%
r6,40.0%,51.4%
r29,0.0%,100.0%
r3,13.3%,13.3%
r24,15.0%,15.0%
r32,100.0%,100.0%
r16,46.7%,43.3%
r28,42.2%,24.4%
r25,76.7%,0.0%
r23,5.6%,5.6%
r18,20.0%,13.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,37.5%,25.0%
r17,3.3%,36.7%
r19,0.0%,82.4%
r8,80.0%,80.0%
r1,96.7%,76.7%
r30,16.7%,3.3%
r22,4.8%,2.4%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,24.4%,28.9%
r2,32.5%,62.5%
r20,72.5%,22.5%
r15,0.0%,90.0%
Total,37.7%,45.0%
