List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,26.7%,73.3%
r10,20.0%,0.0%
r21,25.0%,75.0%
r34,57.1%,5.7%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,13.3%,40.0%
r13,94.3%,94.3%
r6,40.0%,54.3%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,17.5%
r32,0.0%,100.0%
r16,46.7%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,0.0%,5.6%
r18,16.7%,20.0%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,20.0%,23.3%
r19,82.4%,0.0%
r8,3.3%,83.3%
r1,0.0%,96.7%
r30,0.0%,16.7%
r22,11.9%,2.4%
r26,100.0%,60.0%
r9,0.0%,100.0%
r14,64.4%,68.9%
r2,60.0%,60.0%
r20,20.0%,20.0%
r15,0.0%,93.3%
Total,41.7%,48.9%
