List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,75.0%,0.0%
r34,22.9%,57.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,43.3%
r13,94.3%,94.3%
r6,51.4%,40.0%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,5.0%,2.5%
r32,100.0%,0.0%
r16,50.0%,23.3%
r28,42.2%,33.3%
r25,80.0%,80.0%
r23,5.6%,22.2%
r18,10.0%,20.0%
r11,73.3%,24.4%
r27,0.0%,4.0%
r5,25.0%,42.5%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,76.7%
r30,3.3%,3.3%
r22,2.4%,4.8%
r26,60.0%,60.0%
r9,95.5%,95.5%
r14,37.8%,40.0%
r2,0.0%,0.0%
r20,72.5%,20.0%
r15,90.0%,23.3%
Total,43.5%,40.2%
