List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,100.0%,0.0%
r10,20.0%,60.0%
r21,0.0%,25.0%
r34,0.0%,51.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,43.3%,3.3%
r13,45.7%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,6.7%
r24,10.0%,2.5%
r32,100.0%,100.0%
r16,50.0%,80.0%
r28,40.0%,35.6%
r25,3.3%,20.0%
r23,38.9%,11.1%
r18,6.7%,20.0%
r11,28.9%,22.2%
r27,96.0%,96.0%
r5,7.5%,47.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,90.0%,90.0%
r1,70.0%,0.0%
r30,40.0%,33.3%
r22,11.9%,14.3%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,62.2%,44.4%
r2,45.0%,50.0%
r20,52.5%,37.5%
r15,0.0%,26.7%
Total,40.1%,36.2%
