List,gaussian_mixture,kmeans
r31,50.0%,66.7%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,25.0%
r34,31.4%,57.1%
r4,20.0%,30.0%
r33,100.0%,0.0%
r12,6.7%,43.3%
r13,37.1%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,25.0%
r32,100.0%,0.0%
r16,56.7%,0.0%
r28,24.4%,24.4%
r25,0.0%,26.7%
r23,0.0%,0.0%
r18,13.3%,10.0%
r11,22.2%,15.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,0.0%
r30,10.0%,33.3%
r22,2.4%,2.4%
r26,20.0%,0.0%
r9,0.0%,27.3%
r14,44.4%,0.0%
r2,47.5%,47.5%
r20,35.0%,15.0%
r15,26.7%,26.7%
Total,32.3%,24.2%
