List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,25.0%,25.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,10.0%
r13,42.9%,37.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,13.3%,80.0%
r24,10.0%,5.0%
r32,100.0%,100.0%
r16,60.0%,0.0%
r28,24.4%,42.2%
r25,0.0%,10.0%
r23,16.7%,0.0%
r18,20.0%,20.0%
r11,4.4%,15.6%
r27,100.0%,100.0%
r5,27.5%,7.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,83.3%
r1,0.0%,70.0%
r30,10.0%,46.7%
r22,0.0%,0.0%
r26,6.7%,46.7%
r9,0.0%,36.4%
r14,64.4%,24.4%
r2,50.0%,2.5%
r20,15.0%,60.0%
r15,23.3%,0.0%
Total,28.9%,34.6%
