List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,100.0%
r34,57.1%,71.4%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,3.3%
r13,54.3%,54.3%
r6,42.9%,40.0%
r29,75.0%,90.4%
r3,6.7%,13.3%
r24,15.0%,12.5%
r32,0.0%,100.0%
r16,36.7%,36.7%
r28,57.8%,24.4%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,13.3%,26.7%
r11,42.2%,24.4%
r27,4.0%,96.0%
r5,45.0%,42.5%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,23.3%,0.0%
r22,2.4%,11.9%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,42.2%,37.8%
r2,95.0%,52.5%
r20,47.5%,72.5%
r15,90.0%,90.0%
Total,47.4%,47.1%
