List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,75.0%,75.0%
r34,48.6%,34.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,40.0%,42.9%
r6,77.1%,77.1%
r29,36.5%,38.5%
r3,13.3%,13.3%
r24,15.0%,12.5%
r32,96.7%,96.7%
r16,30.0%,46.7%
r28,75.6%,57.8%
r25,6.7%,3.3%
r23,16.7%,11.1%
r18,23.3%,23.3%
r11,20.0%,22.2%
r27,4.0%,100.0%
r5,42.5%,20.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,6.7%,6.7%
r1,70.0%,70.0%
r30,6.7%,0.0%
r22,11.9%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,44.4%,6.7%
r2,30.0%,45.0%
r20,75.0%,20.0%
r15,10.0%,0.0%
Total,39.9%,35.5%
