List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,26.7%,73.3%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,71.4%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,57.1%
r6,51.4%,40.0%
r29,55.8%,34.6%
r3,13.3%,13.3%
r24,15.0%,15.0%
r32,100.0%,100.0%
r16,10.0%,13.3%
r28,42.2%,33.3%
r25,3.3%,80.0%
r23,5.6%,5.6%
r18,10.0%,30.0%
r11,48.9%,48.9%
r27,100.0%,100.0%
r5,42.5%,12.5%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,70.0%,6.7%
r30,3.3%,20.0%
r22,2.4%,4.8%
r26,0.0%,40.0%
r9,0.0%,0.0%
r14,46.7%,28.9%
r2,52.5%,45.0%
r20,20.0%,20.0%
r15,83.3%,3.3%
Total,39.8%,33.8%
