List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,26.7%,100.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,17.1%,31.4%
r6,91.4%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,3.3%,43.3%
r23,0.0%,22.2%
r18,3.3%,6.7%
r11,22.2%,11.1%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,0.0%,6.7%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,3.3%
r30,13.3%,13.3%
r22,9.5%,2.4%
r26,33.3%,0.0%
r9,0.0%,0.0%
r14,53.3%,0.0%
r2,0.0%,30.0%
r20,15.0%,45.0%
r15,0.0%,26.7%
Total,30.4%,31.1%
