List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,100.0%
r10,0.0%,60.0%
r21,75.0%,25.0%
r34,5.7%,60.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,10.0%
r13,37.1%,2.9%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,23.3%,10.0%
r23,0.0%,5.6%
r18,20.0%,20.0%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,96.7%,93.3%
r1,66.7%,70.0%
r30,20.0%,13.3%
r22,2.4%,2.4%
r26,20.0%,0.0%
r9,31.8%,9.1%
r14,64.4%,31.1%
r2,50.0%,30.0%
r20,35.0%,0.0%
r15,26.7%,26.7%
Total,35.7%,24.9%
