List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,25.0%
r34,28.6%,2.9%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,6.7%,36.7%
r13,2.9%,2.9%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,27.5%,25.0%
r32,100.0%,0.0%
r16,66.7%,0.0%
r28,24.4%,75.6%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,26.7%,6.7%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,70.0%,0.0%
r30,26.7%,20.0%
r22,2.4%,9.5%
r26,0.0%,46.7%
r9,27.3%,0.0%
r14,46.7%,46.7%
r2,27.5%,2.5%
r20,42.5%,30.0%
r15,26.7%,0.0%
Total,29.3%,25.0%
