List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,25.0%,0.0%
r34,20.0%,17.1%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,10.0%,10.0%
r13,40.0%,40.0%
r6,68.6%,5.7%
r29,11.5%,32.7%
r3,6.7%,6.7%
r24,7.5%,2.5%
r32,96.7%,96.7%
r16,36.7%,30.0%
r28,75.6%,42.2%
r25,83.3%,83.3%
r23,0.0%,5.6%
r18,16.7%,10.0%
r11,42.2%,17.8%
r27,0.0%,4.0%
r5,25.0%,22.5%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,0.0%,4.8%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,26.7%,26.7%
r2,30.0%,25.0%
r20,47.5%,47.5%
r15,20.0%,43.3%
Total,33.9%,33.4%
