List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,26.7%,73.3%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,71.4%,71.4%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,100.0%,54.3%
r6,51.4%,51.4%
r29,17.3%,90.4%
r3,13.3%,13.3%
r24,10.0%,7.5%
r32,96.7%,96.7%
r16,3.3%,40.0%
r28,57.8%,33.3%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,6.7%,26.7%
r11,48.9%,42.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,20.0%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,90.0%,93.3%
r30,6.7%,6.7%
r22,2.4%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,35.6%,15.6%
r2,32.5%,95.0%
r20,50.0%,20.0%
r15,3.3%,0.0%
Total,43.1%,47.1%
