List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,25.7%,57.1%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,0.0%
r13,11.4%,11.4%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,73.3%,0.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,42.2%
r25,10.0%,10.0%
r23,0.0%,5.6%
r18,6.7%,26.7%
r11,20.0%,26.7%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,0.0%,6.7%
r19,100.0%,100.0%
r8,93.3%,90.0%
r1,16.7%,70.0%
r30,13.3%,6.7%
r22,9.5%,2.4%
r26,13.3%,26.7%
r9,0.0%,0.0%
r14,60.0%,51.1%
r2,0.0%,35.0%
r20,10.0%,52.5%
r15,23.3%,0.0%
Total,32.3%,34.1%
