List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,25.0%,0.0%
r34,31.4%,54.3%
r4,10.0%,60.0%
r33,100.0%,100.0%
r12,3.3%,0.0%
r13,2.9%,48.6%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,7.5%,30.0%
r32,100.0%,100.0%
r16,33.3%,0.0%
r28,42.2%,24.4%
r25,20.0%,3.3%
r23,11.1%,0.0%
r18,23.3%,10.0%
r11,17.8%,17.8%
r27,96.0%,96.0%
r5,60.0%,0.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,73.3%
r30,6.7%,30.0%
r22,9.5%,0.0%
r26,20.0%,26.7%
r9,4.5%,4.5%
r14,66.7%,22.2%
r2,5.0%,45.0%
r20,17.5%,0.0%
r15,0.0%,26.7%
Total,31.0%,34.7%
