List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,54.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,43.3%,40.0%
r13,94.3%,94.3%
r6,5.7%,51.4%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,7.5%
r32,100.0%,0.0%
r16,46.7%,50.0%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,0.0%,0.0%
r18,10.0%,16.7%
r11,73.3%,73.3%
r27,96.0%,4.0%
r5,37.5%,40.0%
r17,20.0%,20.0%
r19,0.0%,82.4%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,0.0%,26.7%
r22,26.2%,0.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,55.6%
r2,35.0%,35.0%
r20,22.5%,72.5%
r15,70.0%,0.0%
Total,47.9%,49.7%
