List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,34.3%,34.3%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,10.0%,40.0%
r13,40.0%,40.0%
r6,71.4%,71.4%
r29,11.5%,32.7%
r3,0.0%,6.7%
r24,15.0%,17.5%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,33.3%,24.4%
r25,83.3%,83.3%
r23,16.7%,5.6%
r18,23.3%,6.7%
r11,22.2%,31.1%
r27,4.0%,96.0%
r5,2.5%,25.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,86.7%,83.3%
r1,70.0%,10.0%
r30,6.7%,0.0%
r22,2.4%,7.1%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,44.4%,20.0%
r2,12.5%,30.0%
r20,52.5%,52.5%
r15,13.3%,13.3%
Total,34.1%,35.7%
