List,gaussian_mixture,kmeans
c12,40.0%,40.0%
c13,42.9%,45.7%
c18,10.0%,20.0%
c21,10.5%,10.5%
c6,40.0%,91.4%
c3,6.7%,6.7%
c1,70.0%,70.0%
c23,21.1%,13.2%
c5,42.5%,45.0%
c17,23.3%,16.7%
c11,48.9%,48.9%
c2,30.0%,30.0%
c7,76.7%,23.3%
c16,43.3%,30.0%
c15,76.7%,76.7%
c10,40.0%,40.0%
c20,26.3%,34.2%
c14,42.2%,42.2%
c9,100.0%,100.0%
c19,100.0%,100.0%
c22,45.9%,45.9%
c8,80.0%,80.0%
c4,0.0%,10.0%
Total,43.7%,44.0%
