List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,100.0%,100.0%
r34,28.6%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,40.0%,45.7%
r6,0.0%,71.4%
r29,32.7%,17.3%
r3,6.7%,6.7%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,30.0%,36.7%
r28,42.2%,24.4%
r25,83.3%,83.3%
r23,16.7%,5.6%
r18,20.0%,16.7%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,17.5%,25.0%
r17,10.0%,3.3%
r19,100.0%,0.0%
r8,3.3%,0.0%
r1,3.3%,70.0%
r30,6.7%,0.0%
r22,2.4%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,17.8%
r2,30.0%,45.0%
r20,47.5%,47.5%
r15,0.0%,10.0%
Total,32.3%,36.1%
