List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,36.7%
r13,42.9%,17.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,24.4%
r25,13.3%,13.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,11.1%,17.8%
r27,96.0%,0.0%
r5,5.0%,25.0%
r17,3.3%,6.7%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,0.0%
r30,40.0%,46.7%
r22,2.4%,2.4%
r26,13.3%,6.7%
r9,0.0%,4.5%
r14,64.4%,60.0%
r2,47.5%,42.5%
r20,22.5%,30.0%
r15,26.7%,26.7%
Total,28.2%,29.1%
