List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,100.0%
r34,22.9%,45.7%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,40.0%,48.6%
r6,40.0%,51.4%
r29,40.4%,86.5%
r3,13.3%,13.3%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,16.7%,33.3%
r28,75.6%,33.3%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,23.3%,26.7%
r11,22.2%,22.2%
r27,96.0%,96.0%
r5,42.5%,45.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,0.0%
r30,6.7%,33.3%
r22,7.1%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,35.6%
r2,52.5%,22.5%
r20,72.5%,22.5%
r15,86.7%,0.0%
Total,45.9%,41.7%
