List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,22.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,50.0%,23.3%
r13,5.7%,57.1%
r6,91.4%,54.3%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,10.0%,20.0%
r28,24.4%,42.2%
r25,76.7%,70.0%
r23,0.0%,0.0%
r18,6.7%,20.0%
r11,4.4%,26.7%
r27,96.0%,96.0%
r5,32.5%,15.0%
r17,46.7%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,16.7%,16.7%
r30,6.7%,13.3%
r22,19.0%,0.0%
r26,46.7%,0.0%
r9,72.7%,0.0%
r14,62.2%,0.0%
r2,45.0%,45.0%
r20,15.0%,52.5%
r15,0.0%,30.0%
Total,34.2%,35.1%
