List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,75.0%
r34,31.4%,57.1%
r4,0.0%,20.0%
r33,100.0%,0.0%
r12,6.7%,6.7%
r13,40.0%,31.4%
r6,97.1%,2.9%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,2.5%,7.5%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,23.3%,3.3%
r23,0.0%,0.0%
r18,13.3%,13.3%
r11,6.7%,20.0%
r27,96.0%,96.0%
r5,2.5%,0.0%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,13.3%,70.0%
r30,33.3%,16.7%
r22,2.4%,2.4%
r26,0.0%,6.7%
r9,0.0%,31.8%
r14,44.4%,20.0%
r2,20.0%,0.0%
r20,25.0%,37.5%
r15,26.7%,26.7%
Total,25.9%,30.5%
