List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,73.3%,73.3%
r10,0.0%,20.0%
r21,100.0%,0.0%
r34,22.9%,48.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,43.3%
r13,94.3%,5.7%
r6,40.0%,51.4%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,10.0%,20.0%
r32,100.0%,100.0%
r16,56.7%,46.7%
r28,57.8%,42.2%
r25,76.7%,80.0%
r23,16.7%,16.7%
r18,20.0%,10.0%
r11,22.2%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,3.3%,23.3%
r22,4.8%,2.4%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,33.3%,8.9%
r2,35.0%,95.0%
r20,22.5%,22.5%
r15,3.3%,0.0%
Total,42.4%,41.7%
