List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,31.4%,57.1%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,40.0%
r13,11.4%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,83.3%
r28,33.3%,24.4%
r25,6.7%,23.3%
r23,0.0%,0.0%
r18,20.0%,0.0%
r11,4.4%,24.4%
r27,100.0%,96.0%
r5,50.0%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,90.0%,90.0%
r1,0.0%,66.7%
r30,10.0%,46.7%
r22,4.8%,4.8%
r26,40.0%,20.0%
r9,31.8%,31.8%
r14,66.7%,60.0%
r2,32.5%,15.0%
r20,30.0%,47.5%
r15,40.0%,0.0%
Total,31.2%,33.7%
