List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,57.1%,5.7%
r4,50.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,36.7%
r13,31.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,15.0%,10.0%
r32,0.0%,100.0%
r16,0.0%,70.0%
r28,24.4%,0.0%
r25,10.0%,30.0%
r23,0.0%,0.0%
r18,30.0%,10.0%
r11,26.7%,20.0%
r27,96.0%,0.0%
r5,20.0%,17.5%
r17,20.0%,6.7%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,73.3%,0.0%
r30,40.0%,13.3%
r22,14.3%,2.4%
r26,40.0%,0.0%
r9,0.0%,18.2%
r14,46.7%,51.1%
r2,5.0%,35.0%
r20,52.5%,10.0%
r15,26.7%,0.0%
Total,32.1%,19.7%
