List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,5.7%,60.0%
r4,40.0%,70.0%
r33,100.0%,85.7%
r12,3.3%,3.3%
r13,31.4%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,76.7%,0.0%
r28,24.4%,0.0%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,13.3%,20.0%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,56.7%
r30,6.7%,13.3%
r22,9.5%,9.5%
r26,13.3%,13.3%
r9,22.7%,0.0%
r14,48.9%,20.0%
r2,50.0%,32.5%
r20,30.0%,50.0%
r15,0.0%,0.0%
Total,30.6%,26.7%
