List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,2.9%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,16.7%
r13,94.3%,94.3%
r6,40.0%,37.1%
r29,0.0%,100.0%
r3,0.0%,6.7%
r24,17.5%,17.5%
r32,100.0%,0.0%
r16,43.3%,43.3%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,27.5%,25.0%
r17,10.0%,20.0%
r19,0.0%,82.4%
r8,3.3%,80.0%
r1,20.0%,96.7%
r30,23.3%,3.3%
r22,4.8%,14.3%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,48.9%,6.7%
r2,62.5%,62.5%
r20,22.5%,72.5%
r15,90.0%,93.3%
Total,40.6%,49.4%
