List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,0.0%
r10,20.0%,0.0%
r21,75.0%,25.0%
r34,37.1%,17.1%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,40.0%,40.0%
r6,71.4%,71.4%
r29,36.5%,32.7%
r3,0.0%,6.7%
r24,7.5%,12.5%
r32,0.0%,96.7%
r16,40.0%,36.7%
r28,75.6%,42.2%
r25,6.7%,83.3%
r23,0.0%,5.6%
r18,20.0%,10.0%
r11,22.2%,22.2%
r27,4.0%,4.0%
r5,25.0%,42.5%
r17,20.0%,6.7%
r19,0.0%,100.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,20.0%,23.3%
r22,4.8%,9.5%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,37.8%,37.8%
r2,30.0%,30.0%
r20,47.5%,52.5%
r15,66.7%,56.7%
Total,37.3%,40.0%
