List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,17.1%,8.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,30.0%,3.3%
r28,37.8%,0.0%
r25,23.3%,13.3%
r23,0.0%,0.0%
r18,20.0%,26.7%
r11,6.7%,11.1%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,16.7%
r30,40.0%,36.7%
r22,7.1%,0.0%
r26,0.0%,13.3%
r9,0.0%,0.0%
r14,46.7%,48.9%
r2,0.0%,0.0%
r20,70.0%,35.0%
r15,26.7%,26.7%
Total,30.5%,30.1%
