List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,76.7%,76.7%
r10,20.0%,60.0%
r21,75.0%,0.0%
r34,54.3%,25.7%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,23.3%,40.0%
r13,45.7%,42.9%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,40.0%,0.0%
r24,10.0%,12.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,33.3%,42.2%
r25,76.7%,80.0%
r23,11.1%,0.0%
r18,20.0%,26.7%
r11,8.9%,24.4%
r27,96.0%,0.0%
r5,50.0%,5.0%
r17,46.7%,40.0%
r19,0.0%,100.0%
r8,0.0%,86.7%
r1,70.0%,6.7%
r30,0.0%,6.7%
r22,2.4%,4.8%
r26,20.0%,0.0%
r9,31.8%,59.1%
r14,62.2%,13.3%
r2,22.5%,27.5%
r20,0.0%,20.0%
r15,30.0%,30.0%
Total,42.4%,32.5%
