List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,23.3%
r10,20.0%,20.0%
r21,100.0%,75.0%
r34,34.3%,34.3%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,40.0%,40.0%
r6,71.4%,97.1%
r29,36.5%,32.7%
r3,13.3%,6.7%
r24,5.0%,12.5%
r32,96.7%,96.7%
r16,6.7%,36.7%
r28,24.4%,33.3%
r25,83.3%,3.3%
r23,5.6%,11.1%
r18,23.3%,13.3%
r11,24.4%,48.9%
r27,96.0%,96.0%
r5,42.5%,20.0%
r17,10.0%,13.3%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,9.5%,2.4%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,11.1%,26.7%
r2,30.0%,45.0%
r20,75.0%,75.0%
r15,66.7%,70.0%
Total,39.7%,38.3%
