List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,36.7%
r13,31.4%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,73.3%,80.0%
r28,24.4%,24.4%
r25,13.3%,20.0%
r23,0.0%,0.0%
r18,16.7%,10.0%
r11,13.3%,28.9%
r27,96.0%,0.0%
r5,2.5%,7.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,73.3%
r30,13.3%,20.0%
r22,9.5%,2.4%
r26,6.7%,6.7%
r9,0.0%,9.1%
r14,46.7%,0.0%
r2,50.0%,35.0%
r20,40.0%,17.5%
r15,26.7%,26.7%
Total,27.6%,23.5%
