List,gaussian_mixture,kmeans
c12,43.3%,43.3%
c13,40.0%,34.3%
c18,20.0%,20.0%
c21,7.9%,31.6%
c6,97.1%,97.1%
c3,80.0%,80.0%
c1,50.0%,70.0%
c23,18.4%,10.5%
c5,25.0%,25.0%
c17,0.0%,0.0%
c11,17.8%,15.6%
c2,45.0%,50.0%
c7,0.0%,0.0%
c16,80.0%,0.0%
c15,26.7%,26.7%
c10,40.0%,0.0%
c20,2.6%,34.2%
c14,20.0%,44.4%
c9,13.6%,0.0%
c19,0.0%,100.0%
c22,40.5%,37.8%
c8,0.0%,93.3%
c4,0.0%,0.0%
Total,28.9%,35.9%
