List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,31.4%,57.1%
r4,0.0%,20.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,8.6%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,25.0%,25.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,35.6%
r25,6.7%,30.0%
r23,0.0%,0.0%
r18,30.0%,26.7%
r11,17.8%,15.6%
r27,96.0%,96.0%
r5,7.5%,27.5%
r17,6.7%,0.0%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,6.7%,0.0%
r30,6.7%,10.0%
r22,4.8%,0.0%
r26,13.3%,13.3%
r9,27.3%,0.0%
r14,46.7%,22.2%
r2,45.0%,45.0%
r20,37.5%,52.5%
r15,0.0%,20.0%
Total,29.4%,29.7%
