List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,100.0%,0.0%
r34,57.1%,0.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,94.3%,94.3%
r6,2.9%,97.1%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,2.5%,15.0%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,57.8%,42.2%
r25,3.3%,83.3%
r23,22.2%,16.7%
r18,6.7%,20.0%
r11,73.3%,73.3%
r27,96.0%,100.0%
r5,25.0%,55.0%
r17,30.0%,36.7%
r19,0.0%,0.0%
r8,6.7%,80.0%
r1,96.7%,96.7%
r30,6.7%,20.0%
r22,7.1%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,62.2%,11.1%
r2,62.5%,32.5%
r20,0.0%,20.0%
r15,0.0%,93.3%
Total,42.6%,44.2%
