List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,0.0%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,25.7%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,43.3%,40.0%
r13,2.9%,51.4%
r6,97.1%,97.1%
r29,86.5%,100.0%
r3,40.0%,13.3%
r24,2.5%,17.5%
r32,100.0%,0.0%
r16,6.7%,43.3%
r28,0.0%,57.8%
r25,26.7%,80.0%
r23,5.6%,38.9%
r18,20.0%,20.0%
r11,15.6%,71.1%
r27,96.0%,96.0%
r5,27.5%,25.0%
r17,46.7%,43.3%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,73.3%,73.3%
r30,3.3%,20.0%
r22,9.5%,19.0%
r26,0.0%,40.0%
r9,31.8%,68.2%
r14,57.8%,13.3%
r2,52.5%,25.0%
r20,0.0%,92.5%
r15,30.0%,0.0%
Total,35.4%,46.3%
