List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,28.6%,60.0%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,43.3%,3.3%
r13,11.4%,20.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,15.0%,7.5%
r32,0.0%,100.0%
r16,46.7%,0.0%
r28,57.8%,57.8%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,23.3%,6.7%
r11,15.6%,20.0%
r27,100.0%,100.0%
r5,55.0%,7.5%
r17,10.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,73.3%
r30,0.0%,46.7%
r22,2.4%,2.4%
r26,0.0%,13.3%
r9,4.5%,0.0%
r14,66.7%,42.2%
r2,50.0%,47.5%
r20,10.0%,25.0%
r15,0.0%,0.0%
Total,30.7%,32.0%
