List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,60.0%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,36.7%,40.0%
r13,40.0%,37.1%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,80.0%,73.3%
r24,22.5%,2.5%
r32,100.0%,100.0%
r16,6.7%,3.3%
r28,33.3%,42.2%
r25,6.7%,40.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,20.0%,22.2%
r27,96.0%,96.0%
r5,15.0%,15.0%
r17,53.3%,60.0%
r19,100.0%,100.0%
r8,96.7%,83.3%
r1,3.3%,73.3%
r30,13.3%,13.3%
r22,14.3%,0.0%
r26,20.0%,20.0%
r9,36.4%,0.0%
r14,57.8%,57.8%
r2,47.5%,5.0%
r20,15.0%,42.5%
r15,0.0%,26.7%
Total,36.5%,38.8%
