List,gaussian_mixture,kmeans
r31,83.3%,16.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,2.9%,31.4%
r4,0.0%,20.0%
r33,0.0%,100.0%
r12,36.7%,40.0%
r13,37.1%,45.7%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,2.5%,30.0%
r32,0.0%,0.0%
r16,0.0%,0.0%
r28,0.0%,75.6%
r25,13.3%,13.3%
r23,11.1%,0.0%
r18,13.3%,20.0%
r11,15.6%,20.0%
r27,0.0%,96.0%
r5,65.0%,0.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,53.3%,70.0%
r30,0.0%,13.3%
r22,2.4%,2.4%
r26,13.3%,0.0%
r9,13.6%,13.6%
r14,66.7%,0.0%
r2,45.0%,37.5%
r20,20.0%,40.0%
r15,0.0%,0.0%
Total,20.5%,30.9%
