List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,43.3%,3.3%
r13,34.3%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,22.5%,15.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,42.2%,24.4%
r25,3.3%,56.7%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,6.7%,15.6%
r27,96.0%,0.0%
r5,57.5%,2.5%
r17,3.3%,6.7%
r19,0.0%,100.0%
r8,96.7%,93.3%
r1,73.3%,73.3%
r30,23.3%,10.0%
r22,11.9%,2.4%
r26,33.3%,6.7%
r9,0.0%,31.8%
r14,64.4%,55.6%
r2,47.5%,0.0%
r20,35.0%,32.5%
r15,0.0%,26.7%
Total,37.8%,31.3%
