List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,76.7%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,51.4%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,42.9%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,30.0%,25.0%
r32,0.0%,0.0%
r16,70.0%,43.3%
r28,24.4%,33.3%
r25,16.7%,20.0%
r23,0.0%,0.0%
r18,3.3%,23.3%
r11,20.0%,24.4%
r27,100.0%,100.0%
r5,27.5%,50.0%
r17,0.0%,53.3%
r19,0.0%,0.0%
r8,86.7%,83.3%
r1,60.0%,0.0%
r30,6.7%,43.3%
r22,0.0%,2.4%
r26,0.0%,13.3%
r9,50.0%,40.9%
r14,71.1%,0.0%
r2,50.0%,5.0%
r20,2.5%,30.0%
r15,0.0%,0.0%
Total,35.3%,27.7%
