List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,26.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,22.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,56.7%,40.0%
r13,40.0%,40.0%
r6,51.4%,51.4%
r29,13.5%,98.1%
r3,13.3%,6.7%
r24,15.0%,10.0%
r32,100.0%,96.7%
r16,3.3%,10.0%
r28,24.4%,42.2%
r25,76.7%,3.3%
r23,5.6%,11.1%
r18,20.0%,10.0%
r11,22.2%,0.0%
r27,96.0%,96.0%
r5,25.0%,10.0%
r17,0.0%,36.7%
r19,0.0%,82.4%
r8,43.3%,80.0%
r1,0.0%,93.3%
r30,40.0%,40.0%
r22,4.8%,7.1%
r26,40.0%,0.0%
r9,95.5%,95.5%
r14,11.1%,13.3%
r2,60.0%,35.0%
r20,20.0%,20.0%
r15,0.0%,40.0%
Total,33.2%,39.3%
