List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,73.3%,73.3%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,17.1%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,50.0%,0.0%
r13,40.0%,48.6%
r6,37.1%,54.3%
r29,86.5%,0.0%
r3,0.0%,33.3%
r24,27.5%,2.5%
r32,100.0%,0.0%
r16,10.0%,20.0%
r28,0.0%,42.2%
r25,66.7%,0.0%
r23,16.7%,0.0%
r18,20.0%,20.0%
r11,15.6%,64.4%
r27,96.0%,96.0%
r5,0.0%,25.0%
r17,0.0%,50.0%
r19,100.0%,100.0%
r8,0.0%,80.0%
r1,76.7%,76.7%
r30,0.0%,46.7%
r22,11.9%,2.4%
r26,46.7%,13.3%
r9,68.2%,54.5%
r14,48.9%,51.1%
r2,5.0%,47.5%
r20,10.0%,45.0%
r15,46.7%,50.0%
Total,37.4%,38.4%
