List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,60.0%
r21,75.0%,75.0%
r34,20.0%,57.1%
r4,10.0%,10.0%
r33,0.0%,0.0%
r12,40.0%,26.7%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,10.0%,10.0%
r32,0.0%,100.0%
r16,33.3%,6.7%
r28,0.0%,42.2%
r25,83.3%,83.3%
r23,16.7%,11.1%
r18,23.3%,6.7%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,17.5%,55.0%
r17,10.0%,30.0%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,0.0%,3.3%
r30,23.3%,6.7%
r22,9.5%,14.3%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,64.4%,2.2%
r2,62.5%,62.5%
r20,20.0%,72.5%
r15,0.0%,0.0%
Total,41.2%,47.1%
