List,gaussian_mixture,kmeans
r31,83.3%,83.3%
r7,0.0%,100.0%
r10,60.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,0.0%,20.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,51.4%,42.9%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,73.3%,80.0%
r24,32.5%,15.0%
r32,100.0%,100.0%
r16,70.0%,36.7%
r28,42.2%,42.2%
r25,26.7%,53.3%
r23,0.0%,22.2%
r18,16.7%,26.7%
r11,24.4%,6.7%
r27,96.0%,0.0%
r5,5.0%,5.0%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,0.0%,86.7%
r1,0.0%,20.0%
r30,40.0%,40.0%
r22,2.4%,2.4%
r26,20.0%,0.0%
r9,40.9%,0.0%
r14,68.9%,33.3%
r2,30.0%,27.5%
r20,45.0%,52.5%
r15,26.7%,0.0%
Total,35.5%,35.2%
