List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,10.0%,6.7%
r13,5.7%,48.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,7.5%
r32,100.0%,0.0%
r16,43.3%,43.3%
r28,42.2%,33.3%
r25,20.0%,56.7%
r23,0.0%,0.0%
r18,26.7%,10.0%
r11,6.7%,15.6%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,0.0%,96.7%
r1,0.0%,60.0%
r30,0.0%,13.3%
r22,2.4%,0.0%
r26,20.0%,6.7%
r9,0.0%,0.0%
r14,64.4%,62.2%
r2,17.5%,20.0%
r20,17.5%,20.0%
r15,26.7%,26.7%
Total,26.5%,30.7%
