List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,14.3%,8.6%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,26.7%,43.3%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,0.0%
r3,13.3%,6.7%
r24,5.0%,17.5%
r32,0.0%,0.0%
r16,33.3%,33.3%
r28,100.0%,57.8%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,16.7%,10.0%
r11,0.0%,73.3%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,26.7%,33.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,16.7%,0.0%
r22,19.0%,16.7%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,13.3%,0.0%
r2,62.5%,32.5%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,44.3%,39.2%
