List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,54.3%
r4,20.0%,10.0%
r33,0.0%,0.0%
r12,6.7%,3.3%
r13,45.7%,42.9%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,80.0%,80.0%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,80.0%,70.0%
r28,24.4%,0.0%
r25,3.3%,33.3%
r23,11.1%,33.3%
r18,20.0%,3.3%
r11,24.4%,2.2%
r27,100.0%,96.0%
r5,25.0%,25.0%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,0.0%,90.0%
r1,70.0%,70.0%
r30,36.7%,30.0%
r22,16.7%,19.0%
r26,60.0%,6.7%
r9,0.0%,27.3%
r14,48.9%,22.2%
r2,45.0%,0.0%
r20,52.5%,67.5%
r15,26.7%,0.0%
Total,31.7%,31.1%
