List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,60.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,11.4%,45.7%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,32.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,10.0%,3.3%
r11,15.6%,4.4%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,43.3%
r30,40.0%,33.3%
r22,4.8%,0.0%
r26,13.3%,0.0%
r9,0.0%,22.7%
r14,60.0%,0.0%
r2,47.5%,47.5%
r20,57.5%,35.0%
r15,26.7%,26.7%
Total,30.2%,28.2%
