List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,3.3%
r13,11.4%,20.0%
r6,97.1%,97.1%
r29,13.5%,0.0%
r3,80.0%,6.7%
r24,5.0%,22.5%
r32,100.0%,100.0%
r16,80.0%,0.0%
r28,24.4%,75.6%
r25,46.7%,0.0%
r23,0.0%,0.0%
r18,20.0%,10.0%
r11,15.6%,4.4%
r27,96.0%,96.0%
r5,2.5%,0.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,0.0%,96.7%
r1,0.0%,70.0%
r30,26.7%,40.0%
r22,2.4%,11.9%
r26,13.3%,20.0%
r9,0.0%,0.0%
r14,66.7%,0.0%
r2,0.0%,32.5%
r20,22.5%,5.0%
r15,0.0%,26.7%
Total,31.3%,29.6%
