List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,100.0%
r34,37.1%,40.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,10.0%
r13,40.0%,40.0%
r6,91.4%,91.4%
r29,36.5%,36.5%
r3,0.0%,20.0%
r24,7.5%,7.5%
r32,96.7%,0.0%
r16,40.0%,40.0%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,20.0%,13.3%
r11,22.2%,24.4%
r27,96.0%,96.0%
r5,42.5%,42.5%
r17,16.7%,3.3%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,0.0%,70.0%
r30,23.3%,20.0%
r22,7.1%,7.1%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,17.8%,2.2%
r2,25.0%,30.0%
r20,75.0%,75.0%
r15,80.0%,0.0%
Total,41.6%,36.1%
