List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,25.7%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,51.4%,48.6%
r6,97.1%,97.1%
r29,0.0%,13.5%
r3,80.0%,0.0%
r24,22.5%,30.0%
r32,0.0%,100.0%
r16,73.3%,73.3%
r28,42.2%,24.4%
r25,0.0%,36.7%
r23,33.3%,5.6%
r18,26.7%,16.7%
r11,20.0%,13.3%
r27,96.0%,96.0%
r5,50.0%,27.5%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,0.0%,90.0%
r1,73.3%,3.3%
r30,40.0%,26.7%
r22,4.8%,2.4%
r26,20.0%,26.7%
r9,13.6%,4.5%
r14,64.4%,4.4%
r2,0.0%,27.5%
r20,10.0%,55.0%
r15,26.7%,26.7%
Total,33.6%,30.4%
