List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,42.9%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,0.0%
r13,94.3%,54.3%
r6,37.1%,51.4%
r29,13.5%,0.0%
r3,6.7%,13.3%
r24,5.0%,10.0%
r32,96.7%,96.7%
r16,3.3%,3.3%
r28,33.3%,42.2%
r25,80.0%,76.7%
r23,5.6%,16.7%
r18,10.0%,10.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,25.0%,10.0%
r17,3.3%,6.7%
r19,0.0%,100.0%
r8,43.3%,80.0%
r1,0.0%,20.0%
r30,20.0%,40.0%
r22,4.8%,14.3%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,20.0%,11.1%
r2,0.0%,0.0%
r20,70.0%,72.5%
r15,23.3%,46.7%
Total,34.2%,35.8%
