List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,100.0%,0.0%
r34,31.4%,31.4%
r4,20.0%,30.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,45.7%,40.0%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,40.0%
r24,2.5%,5.0%
r32,100.0%,96.7%
r16,40.0%,36.7%
r28,33.3%,24.4%
r25,10.0%,80.0%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,40.0%,33.3%
r27,100.0%,100.0%
r5,27.5%,15.0%
r17,43.3%,33.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,60.0%,56.7%
r30,13.3%,20.0%
r22,2.4%,2.4%
r26,13.3%,13.3%
r9,0.0%,59.1%
r14,57.8%,8.9%
r2,42.5%,0.0%
r20,20.0%,0.0%
r15,30.0%,16.7%
Total,35.6%,37.4%
