List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,8.6%,60.0%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,36.7%,33.3%
r13,8.6%,42.9%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,0.0%,6.7%
r28,57.8%,57.8%
r25,20.0%,13.3%
r23,11.1%,0.0%
r18,16.7%,30.0%
r11,11.1%,8.9%
r27,100.0%,100.0%
r5,25.0%,27.5%
r17,10.0%,10.0%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,73.3%
r30,43.3%,10.0%
r22,2.4%,0.0%
r26,6.7%,13.3%
r9,0.0%,31.8%
r14,60.0%,51.1%
r2,50.0%,15.0%
r20,17.5%,40.0%
r15,0.0%,26.7%
Total,31.8%,35.7%
