List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,45.7%,22.9%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,23.3%
r13,54.3%,94.3%
r6,37.1%,40.0%
r29,86.5%,100.0%
r3,6.7%,6.7%
r24,5.0%,7.5%
r32,96.7%,100.0%
r16,6.7%,3.3%
r28,42.2%,33.3%
r25,0.0%,80.0%
r23,11.1%,5.6%
r18,10.0%,13.3%
r11,73.3%,73.3%
r27,4.0%,4.0%
r5,15.0%,12.5%
r17,13.3%,0.0%
r19,0.0%,82.4%
r8,3.3%,80.0%
r1,93.3%,93.3%
r30,3.3%,13.3%
r22,9.5%,4.8%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,20.0%,15.6%
r2,95.0%,60.0%
r20,20.0%,72.5%
r15,0.0%,46.7%
Total,36.5%,42.8%
